Time Spent on Website,Duration of Membership,Time Spent on App,Session Duration	
67.77898637054787,21.748837723232334,30.98021483177827,58.376896303194194
63.65177851735572,23.24605295358279,29.7968444042829,63.89494297374274
65.12073485139034,20.38441065222481,30.4683408542531,63.60440048817292
65.50287690329688,19.198303161531175,31.22237135278452,60.36131179517614
67.56143704987059,19.717746552851075,29.962381485652905,59.29295563019331
67.59947589429655,20.678511184548327,29.947565983009888,60.42998172045737
66.5582770126437,18.384479190275346,32.13523425881421,59.686311985590976
66.2085843908057,18.937338910294205,31.95269429408095,58.523987264098345
64.310370324907,20.797740241672695,31.998211064445606,61.513894825888116
66.64297382185701,21.255362658211425,31.952677816829237,59.25820241552769
64.09757111518365,19.001733739386136,31.43537385467274,61.26575495644697
65.06553082173988,17.568453779400677,29.614783630628978,58.72773064432489
65.7120474352992,16.906194548213726,32.949813871638646,58.2459941049876
64.21584714122777,16.888778012045556,30.720348530407374,56.69176034765315
68.46607708995431,20.222864293004548,31.3475937891384,59.15605099933864
63.36778558948759,20.34645086643497,32.27462353565976,60.240000018525734
67.17270889917326,20.138583664840297,31.927269904260235,58.43842902247019
64.61158095631424,18.4263379177091,31.16564195180912,60.343529181577594
66.4801161324097,20.802249981636358,31.9142523427943,59.282779458801855
67.00103212224336,19.522888656675278,29.50162456453329,59.28993754586395
65.4530486846538,18.09541129110548,33.30035301162066,58.57455025599146
65.76929607350873,19.918565596394096,32.63000131617484,59.136742735225326
66.27981123143842,17.210046272510873,30.896993364633758,60.5553602575369
63.80107926963287,20.52476791428985,31.565002266975384,59.632424613516584
67.14354687616384,18.92611878975341,30.783545168495948,59.31469280308948
65.89224297278004,18.841987031904697,31.613709179328538,60.964599329319114
64.35028416431176,20.928971518486218,30.9514318114742,57.34913898341403
64.38645462829307,18.59347645315153,32.285459838407874,60.62372244211403
64.4480262295256,20.46276901640278,29.580484198896627,60.495075204380896
66.6047812221205,20.348561953539942,31.1368122135093,62.38574290810251
66.49163079004565,21.211736417873865,31.373244905096904,62.48267024700305
66.07251115379135,22.272217673038885,32.79996602704397,60.36843825649948
66.55335459868087,19.355427708810016,31.979522481486164,59.04078617387094
65.42080045155818,17.84972728259769,30.962928488339735,59.559181179163026
63.63165955005801,19.285800665563333,32.39313970241097,60.661578541712046
62.291565849624185,18.878182001541383,29.91034451920919,60.45615656991
65.58047967371122,17.966668529021355,33.057995204239845,57.74560750547471
66.54364462166993,21.326496042451538,30.72183868898592,61.09460233260115
62.17241747390262,18.61418304040386,31.374197252284738,61.00707761928803
63.46504678098255,20.056637531799968,32.87038972407359,61.762188531717094
65.81917080268067,19.250249930171346,31.064984020701857,58.67294470451191
66.18819126454241,18.24977387780326,31.060125041001243,61.93229312044355
63.80309830948523,17.3382629999171,30.58870234859536,60.23864665005734
66.28823156901292,19.93462577764633,32.23623377703133,61.77914006958565
66.1333797687195,20.248804228113435,34.64914572117984,62.929896365056145
65.24822833829256,21.42940119753394,29.007792988838425,59.572351905735474
64.83885128007965,21.23332946214004,32.39549952802533,60.87456936157371
66.92607034793261,19.446605424418713,32.63754138087058,60.895594381164585
65.9740191613518,19.517182163347776,31.518594992359077,61.74238777648428
63.94311713814675,20.168976761444146,30.510032413653676,59.23031642984846
65.82032095776118,19.27146010835426,29.47026107092657,62.47719156229254
66.50609081715524,20.414496742494748,32.01178957613045,60.1663276301261
66.35333035261446,19.347150868669864,33.22191479822807,61.4872244128807
65.22779711542825,19.36118626081431,32.351849110243556,62.24029639479179
64.9993020920317,18.913619693923053,31.274584161342986,62.50429798724522
64.49844389539146,21.87147431952249,30.818764795017074,58.49836003448385
64.12006973386809,17.946355861758516,26.748975537463018,61.61878604983567
65.17266315731013,17.305258652386286,34.023088433706974,57.6205633278323
66.86733832049211,18.377429865716692,30.481176512775505,60.76240223677908
68.70535895674767,19.451164664827296,30.78855685585047,58.94365922631191
65.04984841705212,20.335296735184418,29.758120961204973,59.28785320815504
66.60233303569701,19.96335392921034,31.564670590242905,58.77687665403275
67.8389828704606,20.503619120904844,29.999930767535908,60.678412897793066
65.5609565632291,18.517757929014937,30.316051664347565,58.5258633375238
64.76698783010254,20.400588097645368,30.50471705759353,62.221582919622804
67.08382741376475,18.83246702086321,32.94830726175762,60.16824872383813
65.66703158661346,19.619613333407166,32.62787620788715,60.296577475679946
66.00229379696684,19.68411249938478,29.633913613886634,58.51440953269409
64.40226083478731,17.954917722891068,33.26129045758852,58.82103496684827
66.07662143336478,20.07421677871742,30.490227344052897,58.76652114394055
67.3492049233297,19.32613087532272,33.49846994592224,61.33901009607028
66.15276799779596,21.2364740211976,28.514227029707303,59.78813314449727
65.70082838424746,20.523132174272234,33.92416849507798,60.81987939592617
63.89509296028789,18.864092393199748,28.33507922897426,59.18931217143393
67.78297933446503,21.40524618095857,30.70090069537371,59.21637805776484
64.80742950247263,18.992820509876367,32.91154749527244,61.01581084460442
66.61108767621327,19.83545436374796,29.908750415161172,61.06061195109175
68.19667157527451,18.7251734050116,32.8353839372256,59.759309924299515
66.8149462183097,21.295800383553853,32.73663798699406,59.96526682968236
66.52703837043819,19.8992645536253,32.3051497474492,58.82558294300675
66.21155028290342,23.638485965470892,31.851216686117247,59.97710757378421
64.1004162024041,20.98922770541267,30.542597268534877,60.326932837083575
66.04489299364667,18.6831412004661,30.77467416946301,59.65616496145127
63.66468276720878,19.852134105633,32.83627749260555,59.24222802285108
66.69052315087774,23.05612586889944,33.86926169804406,60.48369226460829
65.46645406636138,21.226550730325783,30.67499289830951,59.98654141312471
66.05589119029807,19.433457632109743,31.208415661724466,60.793208745573416
66.5123490791436,20.61238297419028,32.8973466335642,58.83444725982549
66.15121168244798,21.202975300558087,33.07472794563607,57.56373954807402
69.18771651116184,20.003379805466178,32.137261030559515,58.09422034090432
65.83626025705755,22.234058396681334,35.61023616422327,62.01748203807953
65.9890115673045,18.511054897885955,30.098180119752477,58.658845220166135
64.16299805579654,18.989880590575467,30.666273118426737,61.31629490627629
64.00579626633214,19.14557101981352,32.01498411712993,59.81049181405907
66.99450728544251,21.76828348155516,32.20384530708099,58.80191421064421
64.48552836706548,19.404488362371932,29.35570030868815,61.918165935530865
65.90970134161373,18.03979494284696,30.268245316258145,60.823227843752115
64.47580912102678,20.46656191417573,31.810679483090766,57.47213811501454
66.40226479494649,20.116480782619927,30.99232843056283,60.15229491929325
66.2948761126783,18.645274562885543,31.120623595752093,61.50684130583688
67.26294701680341,21.45301555157649,30.478656056357053,59.02046696856331
64.43170296600927,18.029916041644636,31.35696472942864,60.69441379055057
63.13547599368624,20.82389599036607,31.19356210489694,58.88125822497494
65.94906955025955,20.37432519187372,33.06446375834385,57.971411280532806
64.39206068588187,20.23074293545588,31.414415661337102,59.590860756234726
65.08424381564913,18.794994040107984,29.911178379683403,59.92454376117823
66.20247974934608,17.2813265308193,31.116794225541412,60.87422015832523
65.60067328919008,20.030388420955212,31.632443199730083,58.62946398375068
64.20089576093213,21.71633389062582,32.31562934782994,57.7768899371518
64.31520913550334,17.791260922154766,32.26036043059156,60.445875554022415
66.03977906821748,18.88361201957195,33.03875529322076,60.953709101511436
66.15226128449602,20.36969290855987,30.103488619238732,60.500149058667894
65.43091555118335,20.616134911437324,29.36142417534559,63.38621399866917
66.45389134321198,21.167114054647776,30.449455059008166,60.01234117251124
64.44544240210071,15.93922131361368,28.92798527092708,59.90828273235335
65.65221351234862,20.017560647400266,34.24632982376322,59.11668332034422
65.39960992262658,18.152166659444315,30.612320607874445,61.42595869052754
62.395525665042584,21.695701220025423,29.632781514732294,61.794124878215214
65.70463698712693,20.07304569402025,30.593615186401504,60.97243692303405
65.54608457248246,19.873381947416135,31.077133085300417,59.38364608152007
64.54128296455451,19.462965867671677,32.19342350334418,57.02815235124588
65.20984377693176,18.63369795953614,31.335122014660342,61.40219059659686
65.50331352030798,18.79148346520974,27.637948788400887,61.477939655468845
67.08895136268066,18.448122805863427,28.685023856078736,58.78479754258723
64.60750762977067,18.930346390940144,32.13691671523409,60.73270215947817
67.57217118256018,19.488815249363434,31.19172864976572,60.53342978561666
67.63453655726643,18.79994696093702,32.20520773323731,62.03930454747905
65.07034111585403,20.287600186710286,30.9565497212468,57.47885131776678
67.3269252234393,16.93674169690143,35.04551171058272,59.017678127018925
65.67421273222413,20.085032490347523,30.41452929867493,58.10933231608039
64.31139122727846,19.641577147957396,32.5747901694179,61.52131390002055
64.95779887669735,19.591801973891016,31.260217137219954,60.471326062460655
66.24889013123827,20.156619706705307,29.584917923475498,60.88351017959031
62.72780104299776,18.540210795141654,33.631983130283565,60.96315622650776
65.0865647203432,17.90731902472182,32.55845622785059,61.70289745049257
66.49439063871647,20.531964532570704,29.970988733573023,60.755302242527144
65.07022462790387,19.00311114253157,30.64669573823636,59.47096602880697
65.17852096048219,17.491221636056988,32.78515287981935,62.70929507712163
65.8845127262166,20.319950915982883,31.698750182683526,59.68327851630522
66.70694990917474,20.75242591131973,33.940404081131916,60.09794946562576
65.74189750732552,20.451438578266053,30.429639243436142,56.80402697468312
65.38886718736195,19.72527747078981,31.273324926039287,60.407245620407
65.74795940179135,21.07388562434662,32.11561480620398,58.17845306465416
65.11765139554342,20.60924139995,31.08707706217392,59.031277050062755
67.39773506223139,16.40701438971267,31.71028881601621,61.46520263560449
68.29877857967355,19.035853731585632,33.421785269671055,60.418637829208414
64.76594239511584,19.21752269973333,31.451560373548254,58.771668198497245
65.45030175624855,20.07875254142843,28.36488337478611,60.394835253458496
62.73581958836317,19.14849251008164,29.792855860265696,58.5027260719417
68.71102126395735,18.966184342545112,33.73682306624262,59.704250594145556
64.60172783058462,18.142170674331375,31.035957339731183,58.639368174863236
66.74388081404382,19.579520505146313,31.758827425155474,60.235864559317086
67.68212814115947,19.409424166693185,33.3123209323457,60.62163160100719
64.38138712242349,20.752495825264496,32.196120951647586,59.701528264015394
66.55965162171991,19.195762129433195,30.783543981241138,62.45835111421481
64.14042859916982,17.357972591064755,32.94606856162958,59.90958926904417
65.44853540983516,19.68002199597135,30.99665521527905,60.227722106621485
63.60846072236093,19.09798646501682,29.320509521704828,59.999539344895524
66.863051921638,21.780514940514077,27.85951087812074,61.99407327997645
64.32983428437477,20.309044843223404,31.463432211302006,61.61601858200435
64.48191804580392,18.675597411896604,29.86851952003622,60.942146522091974
67.99474230099563,19.13742055112889,31.64661468418113,58.82837964370743
66.78864102046629,18.967012130040438,32.70272825026112,59.2209777825234
66.02068533564925,19.80355121158201,33.243999362585605,61.941568445679906
63.05274426848226,19.63201724664773,32.30508928037486,59.290921021594954
64.6899773379886,19.23214484025901,30.756037451365547,59.64075041358697
65.40697479424108,19.843214520653063,31.206996843215244,61.20237507924082
65.7086602858038,19.823140764023336,31.722497930211574,59.49236929318514
65.04750249413742,19.24987280531713,31.133581364469123,60.29282410166885
66.35304726725839,21.264989932363378,30.95382173436603,58.85678941510972
65.98203727030754,19.48389961271581,32.77195731604055,59.34077408574568
65.55353374880784,17.361113765903866,31.72682225796669,59.70996212389263
67.44829472744972,21.658738856432855,30.633189231694857,59.64737760579266
67.40973447502307,20.048926855098916,30.466735484425072,62.28423012032113
66.61385780824013,16.7255888377619,33.604034084751824,61.10701599711632
65.66327180540334,20.140366114091815,32.44107915986999,59.86953309716385
65.81495254177398,22.869174061777915,31.505359116623254,60.42762700057124
64.97157675351848,21.159128338235575,32.54433783273287,60.280637195530716
66.94314353519653,19.791715077262097,33.148655498274174,59.50562598068805
64.56645464914553,22.68455066320379,32.321175168300776,62.03334544198966
67.54948340187663,22.155168781107513,34.231087427458306,59.49160525620229
64.73163379959092,16.140874703520744,29.9284679131867,61.0465967176953
66.93668688733375,21.33736564743896,30.063743068007984,59.075764587060235
63.65690167553618,18.147537471592443,31.42266699043752,59.9471932590815
62.616186349725815,19.24887196282409,29.924409193557466,61.222405156355045
65.06359459249367,19.24420380075169,30.49414406881283,58.29496035680762
66.06635855508014,19.468409664653674,31.524943174445397,58.558418627996296
68.69460376273497,19.702613549747994,30.608737566831355,58.71516434049466
66.98792242912391,21.445209225078074,33.691676487433774,59.071854415095814
62.73069525497541,19.15877408702398,30.954858239856343,58.93203082307892
65.45830853982734,19.543040089253658,30.95046743294919,64.05624449632043
66.63325622533452,18.59022178108604,30.9986949496018,60.17224344021146
66.90307937105598,17.86086135834143,30.959219751593707,60.32988904783059
64.7513089348987,17.225391923254637,32.231543799936645,60.76259770365071
66.80190563979248,19.035962899064103,31.166062170451582,62.012088707337426
67.47900494200287,19.12142650827671,28.593264378457988,59.782346459706666
66.82080060524153,18.253262777418275,32.047650316500835,59.434264739484576
65.99211616211264,20.303602321719378,31.408022899377464,61.16785276725404
67.542684702041,21.161057156201014,30.136156494770226,61.15994050155587
65.77173969058981,20.487433273660454,30.40114149527075,60.13325504474176
68.66681816875241,18.84453425057582,33.914882014680096,60.319490999816004
66.56983678167938,18.415228296632712,30.254462114836926,60.455252118951975
67.41719363210903,20.17021914431574,31.44253273338404,59.31117606713061
66.13224835392725,20.939823152682713,31.80288771096002,59.77410411145781
68.05621278627237,21.131922746927643,32.763632648441316,60.49618981674441
64.4637551554433,20.888206408305198,29.03983573759288,62.40332635238359
66.45095564216703,18.489874768718952,32.80910965632999,58.68867990183339
65.44787382562089,18.673943740701198,31.187954168439312,60.746827512823465
65.68086384121119,19.592677135369357,31.29862084242712,59.94722888393042
63.73567781808139,22.350551048386222,30.17761366336628,60.98619600510537
68.45848202723822,16.889797431519952,32.575169582656265,61.378551223531325
66.13142966475256,18.55979913942195,29.68030984508437,58.8918615395556
65.40059762124034,18.061656964650833,31.857032343814332,60.5744714423911
64.20532488736158,19.84197659393462,30.802450281398706,60.37512480183484
68.35483840298566,21.6864687886412,34.15919256565604,60.47125162805511
65.06346423167123,20.20284295986135,31.615326326966212,59.70136933939001
64.46366625932964,21.296610160535554,31.63409842366199,61.964849092195344
68.25252299827876,20.45767744246176,30.72801855247382,61.69661978316516
65.93830853810134,19.094832117274454,31.8423135119467,58.919700965913435
66.00083067213964,18.32996445238883,31.64332448428887,60.90920286251769
66.08023176701488,20.17507274273941,32.89306856594849,62.27857317289498
65.79567019169819,21.253423757091518,30.65451011934072,60.48630230797907
64.9964345432099,19.330537549847893,29.856422126166528,59.42440538234966
65.24307980468379,21.112863404395476,32.611814461426135,58.175717367382084
64.17445962885456,22.339523616818532,30.144790182938657,60.64515122259976
66.34224965013124,18.86775643414874,30.690022102399247,59.81879299330977
66.56577033511891,18.16640407845211,30.223991198956377,60.10460006027839
67.06418058053026,21.221147495308166,31.999951678471994,61.339064045472284
65.75998698045069,16.919288265921104,31.071080457855018,59.76598355298267
65.48310288495102,19.679524287509604,33.60543615773549,60.86171209920138
66.67189425300145,20.82541812158997,31.20628273434641,62.13719822281985
64.95922228428199,19.44612337885556,31.98962792681676,60.78670523292054
67.09414871983464,19.560395788189233,29.940075217349538,57.922511279471564
65.72536295405027,18.469052224520333,32.73805280264682,61.77436590086592
66.22508127239661,16.99515646162111,32.5245936312637,60.82223571621947
63.38175531839806,20.514931027092505,30.81907354249924,59.88546524510988
67.22034958370175,20.144338129887263,32.59808697270104,60.34561999245025
64.9807792604646,21.321184469715398,31.32811726067746,60.75254912442111
67.7957927270604,20.197047110849844,30.09817408910709,61.96343413935559
69.28679479155224,20.30204116549582,32.67583866132462,60.98992156699922
64.37729995930947,21.426784628374815,29.814307143471126,59.14844483987496
65.40252652741127,19.811992116535357,31.089657981595685,60.26969083406044
64.11114681712107,21.089452071038114,31.233420159303357,60.888864634147936
67.41919263948232,20.026467012837976,32.064284001678864,60.54618157528449
65.65725030046379,20.797319013457873,32.23127227809147,61.772237018480745
67.68607192763838,18.763056784323012,31.382195476147487,58.10994351638502
63.51041291119535,17.378025083487156,26.529184785516733,61.64432611399269
68.49382828063946,19.801234824672534,30.752430394036654,60.95316987705513
64.87486461923937,21.23971630009966,30.7594552727034,61.614116845859165
65.92980601258421,18.262137861140538,33.15707431419242,61.49380984723654
65.2375998340831,19.136885289930383,33.676428748575525,61.92322369602461
64.15669244091693,20.145707151222055,28.554753752061742,61.17755899608827
64.03647480017848,18.871762003095725,32.809313902803495,60.77505633003654
66.19653576893482,20.40769258141903,29.894901405011424,55.37449254280351
65.96719522127025,19.222156392011513,30.6464138516332,60.29993277848292
67.51604359377082,20.032513501812538,33.90934186716491,59.35111053050052
66.81256563620376,19.548445155386183,32.481396720574836,57.999874246343694
64.67132414390358,17.7610488469754,31.076774234955387,61.885756091356235
65.30801236044701,20.23328276733497,30.850194165073983,59.99926033546649
66.72515894132029,15.226304295458425,32.082979650439164,60.00145923160967
66.35337549020909,20.35545926591866,31.934131146966138,62.191945294019604
67.42506900199969,21.3734940180218,32.82033314979962,60.24902884308824
63.951543377458016,19.397526275503445,31.2321027741192,62.92738134728235
66.3014588797807,21.230476607903643,29.44661812818662,60.15881983641257
62.886265657217194,19.37371839305379,32.49304678292593,62.28519103204742
66.6677832326463,21.433796425388685,33.26898875830001,61.05502382058025
68.0465754492926,19.86282060838457,31.23272227785221,60.977203988877264
67.56751082692682,21.111907142231292,30.800007208393183,61.22291140507471
64.8214751406564,19.996298119097958,33.4687709891562,60.4580694985519
65.74063456938978,19.95052302643427,30.750322275362386,61.33848305163243
67.92850495176181,17.73001300987827,30.286626895447892,61.965921150157754
67.04731035063107,18.97605703532803,29.437546338286403,60.63897781255232
65.65687520392984,19.29679742115173,30.832898217659846,59.11946826279705
64.52206176621308,19.737320393912146,32.928378443500925,58.38160586271559
64.73538226035988,19.585308411708827,31.625247968278195,60.6387906472179
66.49225706448692,22.68347124766461,32.54611455958643,62.20035996997853
63.795151047694645,20.009052802068787,30.25882065033657,58.51114192960716
65.36334562018801,19.585411453499823,30.89887584638368,61.97586085836265
65.89353224819148,18.738347817101808,31.28124207917486,59.27860181204858
63.74578481583388,20.79931607270249,30.953664285298842,59.052131494839514
65.00068627213712,19.470600432274033,30.8488442704446,60.4729505107275
64.50982320047859,19.253986836903373,31.247524544448112,57.81221230330359
64.21312116360785,18.461101460808013,29.90656954327376,60.604665916090724
66.33782580447291,20.450707434470303,34.367183336405596,62.05610603739017
68.4759068310752,18.199507577579027,30.481220357135232,61.5738989527452
65.30252344151063,19.48136613134322,33.138543599902206,62.102776249526954
68.1385393509309,19.89017753872479,29.75538290748552,60.72502147567245
65.14155330214479,18.104687763856525,32.71035136072373,59.75788193708312
61.38579842368613,24.35392976766913,31.60441352972169,62.331742855799604
68.07757399042632,16.81634635900838,29.598398696338915,58.09749111303855
64.2173381422011,19.31738970886105,31.89481583793888,58.55591929245068
64.76259069794362,19.575118247702704,31.0942731922068,59.86476239013337
62.927938650762094,20.42052461951134,31.97095288278213,61.56798737444519
66.94531306641484,18.654864866156977,33.17306667107826,60.723465224612355
65.98615697192548,18.907061810268623,29.888717207810146,61.36710789602963
67.04565807906687,19.396198154074966,31.819876681312536,59.90987342028117
64.47252529067326,19.057569095367636,31.7390332400252,60.46388739608087
65.37681742688314,19.5407025616988,31.62591133666119,58.21190273881612
64.16425655329739,18.828043123367575,29.181374504519596,60.11910188687999
66.88594962672455,19.69340639753185,30.996822092729502,59.586957881136414
66.50671233235502,20.370713322388344,29.882628837989273,59.80608957754471
63.858721286857346,17.819075503540674,31.20867552119327,59.65920474194215
64.99527914344209,16.418836334718517,32.315947591970904,58.8683160791692
63.93152025304641,20.595273103888246,30.703011752108054,61.830867903154626
63.50272706032963,19.070888466120003,31.501802501172193,57.75583897714999
66.48848891963506,21.327864647597046,30.01978805233678,59.65814084524837
64.91523799932375,20.25874754644319,31.246722694194965,60.81732237012685
66.96097734850821,19.708933963225828,29.413656105038623,61.35944661297464
65.59169889638241,20.521337432065703,30.114514235018916,59.49645515943596
67.33908619101516,19.11944703267464,29.99102364304141,59.16507974317447
63.23477541551206,20.391177770850444,30.458064819633627,59.8171152415297
65.11874299475379,20.489507667998847,31.262270444568237,59.66177251203559
66.54612844554985,22.06546064639121,30.272487273010526,61.00544875655214
64.31693035293993,20.3402343780983,30.856625427617757,60.779035922977755
66.50879265183131,20.10531400726147,29.87506714111322,60.12978787285267
68.04061572336258,20.129760720291536,31.839288585693502,60.549679723426124
66.20348234905317,17.718469657148457,30.850826509115514,61.471185299811864
63.933834214893,18.608638926036882,31.89460502156237,61.11432582011321
65.93472927633152,20.626500136439937,32.15539542495677,60.789835037781614
65.72100138825245,20.89742340794879,31.551314360764685,59.17111590832883
67.36889141252459,18.84857202149435,31.198462144039162,61.40058523865057
67.89078970685227,19.350306643513857,32.63201150265304,61.512902796041004
65.1861408817371,21.28384366229529,30.450629880922843,58.78962902790298
66.64024622778246,19.903024655364884,30.760047924547717,61.66530150442775
65.6677336489625,17.89470219660848,29.309407401260597,60.87205178805189
65.35709195361747,20.38216059111025,30.113834829693833,60.8894926745967
65.18561519336396,20.15167029445514,29.1226839823535,60.30856636578392
66.12543278227787,19.66463154213385,29.928435489030168,59.320542889462764
67.24961177015153,20.370138557569902,31.4920515000197,63.741531497426756
66.76420921163776,21.90508457544475,30.365722285784198,61.18818257390567
66.59756185250146,18.978506759290024,29.56267344414216,58.847498779070406
65.49566689993878,18.247241918855888,30.72745562135903,60.0258219604554
65.49403616376692,18.25765423744233,32.3648209136918,60.93180306039594
68.25984743346326,18.797766301669068,31.37439683756009,60.99745865351906
66.54242644839044,19.15109877050177,31.890123573693728,62.67200303556647
65.09858111760053,18.27851388321649,32.896051649501544,59.29230287052711
64.44648271245752,20.232239403326147,32.63605819768807,60.393138307987485
67.3111357435867,19.406189629732395,31.700018909881983,59.035495739520414
